employee_id,full_name,gender,age,education,city,department,job_title,job_level,employment_type,hire_date,exit_date,tenure_years,annual_salary_inr,performance_score,satisfaction_score,training_hours,promotions,manager_id,attrition,exit_reason,attrition_flag,hire_year,hire_month,exit_year,exit_month,age_band,salary_band,perf_category,engagement_risk,salary_L
EMP1112,Ekiya Mani,Female,29,Bachelor's,Delhi,Engineering,Lead Engineering Specialist,Lead,Part-time,2015-08-31,,9.34,2063504,5.0,4.2,54,0,EMP1074,No,Active,0,2015,8,,,26-35,20L+,Excellent,0,20.64
EMP1113,Raksha Om,Male,38,Master's,Chennai,Sales,Senior Sales Specialist,Senior,Contract,2022-01-15,2024-07-06,2.96,1120948,1.8,2.2,51,0,EMP1063,Yes,Relocation,1,2022,1,2024.0,7.0,36-45,9-14L,Low,1,11.21
EMP1114,Ekbal Dugar,Female,33,PhD,Kolkata,Engineering,Mid Engineering Specialist,Mid,Full-time,2015-01-11,,9.98,936684,4.1,2.9,31,2,EMP1028,No,Active,0,2015,1,,,26-35,9-14L,Excellent,0,9.37
EMP1115,Advik Prashad,Female,37,Master's,Chennai,Marketing,Mid Marketing Specialist,Mid,Part-time,2018-08-15,,6.38,771494,3.3,4.1,9,0,EMP1059,No,Active,0,2018,8,,,36-45,5-9L,Good,0,7.71
EMP1116,Dayamai Bal,Male,44,Diploma,Chennai,HR,Junior HR Specialist,Junior,Full-time,2016-10-09,,8.23,438108,4.1,2.5,39,0,EMP1047,No,Active,0,2016,10,,,36-45,<5L,Excellent,0,4.38
EMP1117,Ikshita Borra,Female,46,Bachelor's,Chennai,Engineering,Mid Engineering Specialist,Mid,Full-time,2019-03-04,,5.83,953263,3.1,3.2,16,0,EMP1062,No,Active,0,2019,3,,,46+,9-14L,Good,0,9.53
EMP1118,Yahvi Chaudhry,Male,32,PhD,Kolkata,Operations,Junior Operations Specialist,Junior,Full-time,2021-08-28,,3.35,433704,2.9,5.0,20,0,EMP1030,No,Active,0,2021,8,,,26-35,<5L,Average,0,4.34
EMP1119,Kashvi Sastry,Male,34,Master's,Kolkata,Operations,Mid Operations Specialist,Mid,Contract,2023-03-13,,1.81,448721,3.7,2.5,22,0,EMP1073,No,Active,0,2023,3,,,26-35,<5L,Good,0,4.49
EMP1120,Chakradev Bora,Female,26,Diploma,Pune,Engineering,Junior Engineering Specialist,Junior,Full-time,2022-04-16,,2.71,722167,4.1,5.0,31,0,EMP1013,No,Active,0,2022,4,,,26-35,5-9L,Excellent,0,7.22
EMP1121,Anay Mukhopadhyay,Male,47,Bachelor's,Delhi,Finance,Junior Finance Specialist,Junior,Full-time,2016-05-19,,8.62,891977,4.2,2.2,35,1,EMP1077,No,Active,0,2016,5,,,46+,5-9L,Excellent,0,8.92
EMP1122,Nitesh Madan,Male,38,Master's,Mumbai,Operations,Senior Operations Specialist,Senior,Part-time,2018-03-13,,6.81,567480,3.0,4.7,41,1,EMP1031,No,Active,0,2018,3,,,36-45,5-9L,Good,0,5.67
EMP1123,Jatin Vora,Female,22,High School,Delhi,Finance,Mid Finance Specialist,Mid,Full-time,2016-04-06,,8.74,852720,2.8,4.0,76,0,EMP1070,No,Active,0,2016,4,,,18-25,5-9L,Average,0,8.53
EMP1124,Kai Raval,Male,24,Bachelor's,Mumbai,Operations,Senior Operations Specialist,Senior,Full-time,2023-07-22,,1.45,1239319,4.0,2.8,11,2,EMP1051,No,Active,0,2023,7,,,18-25,9-14L,Excellent,0,12.39
EMP1125,Tamanna Ganesan,Male,42,Master's,Pune,Engineering,Mid Engineering Specialist,Mid,Full-time,2022-01-18,,2.95,1844304,3.4,1.0,14,0,EMP1066,No,Active,0,2022,1,,,36-45,14-20L,Good,0,18.44
EMP1126,Jyoti Setty,Female,42,Master's,Bengaluru,Sales,Manager Sales Specialist,Manager,Full-time,2016-09-28,,8.26,1759254,2.6,3.4,59,1,EMP1031,No,Active,0,2016,9,,,36-45,14-20L,Average,0,17.59
EMP1127,Simon Kant,Male,43,Master's,Chennai,Engineering,Junior Engineering Specialist,Junior,Full-time,2015-12-20,,9.04,1041204,2.4,5.0,5,1,EMP1090,No,Active,0,2015,12,,,36-45,9-14L,Average,0,10.41
EMP1128,Ekta Bansal,Female,27,Bachelor's,Chennai,Marketing,Junior Marketing Specialist,Junior,Part-time,2020-07-26,,4.44,607263,2.3,3.2,38,1,EMP1016,No,Active,0,2020,7,,,26-35,5-9L,Average,0,6.07
EMP1129,Ganga Patla,Male,44,High School,Chennai,HR,Lead HR Specialist,Lead,Full-time,2015-05-01,,9.68,916498,3.5,4.9,62,0,EMP1008,No,Active,0,2015,5,,,36-45,9-14L,Good,0,9.16
EMP1130,Ojas Butala,Male,40,Master's,Bengaluru,HR,Mid HR Specialist,Mid,Full-time,2021-05-10,,3.65,474592,2.3,4.6,69,0,EMP1002,No,Active,0,2021,5,,,36-45,<5L,Average,0,4.75
EMP1131,Ojasvi Walla,Female,45,Master's,Mumbai,Sales,Junior Sales Specialist,Junior,Full-time,2020-04-16,2020-09-25,4.71,568534,3.4,3.2,57,2,EMP1041,Yes,Work-life balance,1,2020,4,2020.0,9.0,46+,5-9L,Good,0,5.69
EMP1132,Amara Sangha,Male,29,PhD,Bengaluru,Engineering,Mid Engineering Specialist,Mid,Contract,2015-11-16,,9.13,1369037,3.6,3.1,12,2,EMP1037,No,Active,0,2015,11,,,26-35,9-14L,Good,0,13.69
EMP1133,Agastya Rege,Male,31,Master's,Delhi,HR,Lead HR Specialist,Lead,Part-time,2018-06-26,,6.52,786472,3.5,3.3,35,0,EMP1076,No,Active,0,2018,6,,,26-35,5-9L,Good,0,7.86
EMP1134,Hritik Cherian,Female,26,Bachelor's,Hyderabad,Marketing,Director Marketing Specialist,Director,Full-time,2023-08-31,,1.34,1770452,3.5,4.2,73,0,EMP1089,No,Active,0,2023,8,,,26-35,14-20L,Good,0,17.7
EMP1135,Edhitha Parikh,Female,31,Bachelor's,Pune,Engineering,Manager Engineering Specialist,Manager,Contract,2018-10-04,,6.25,1331054,4.7,2.5,57,0,EMP1008,No,Active,0,2018,10,,,26-35,9-14L,Excellent,0,13.31
EMP1136,Gaurang Chopra,Female,38,Bachelor's,Delhi,Sales,Director Sales Specialist,Director,Full-time,2016-08-06,,8.41,1638978,5.0,1.8,14,1,EMP1065,No,Active,0,2016,8,,,36-45,14-20L,Excellent,0,16.39
EMP1137,Chatresh Sarma,Male,30,PhD,Kolkata,Engineering,Junior Engineering Specialist,Junior,Full-time,2019-06-04,2023-05-20,5.58,610875,3.3,3.1,45,0,EMP1035,Yes,Personal reasons,1,2019,6,2023.0,5.0,26-35,5-9L,Good,0,6.11
EMP1138,Rachita Mannan,Male,27,Bachelor's,Delhi,Finance,Junior Finance Specialist,Junior,Full-time,2017-04-10,,7.73,549014,2.9,3.4,72,0,EMP1099,No,Active,0,2017,4,,,26-35,5-9L,Average,0,5.49
EMP1139,Ekaja Bajaj,Male,43,Bachelor's,Chennai,Finance,Junior Finance Specialist,Junior,Full-time,2018-06-16,,6.55,724374,3.0,3.1,9,0,EMP1042,No,Active,0,2018,6,,,36-45,5-9L,Good,0,7.24
EMP1140,Vihaan Bhandari,Male,31,Bachelor's,Mumbai,Engineering,Junior Engineering Specialist,Junior,Full-time,2022-12-22,,2.03,934425,4.1,3.9,55,2,EMP1072,No,Active,0,2022,12,,,26-35,9-14L,Excellent,0,9.34
EMP1141,Ikshita Bhardwaj,Male,22,Bachelor's,Kolkata,Sales,Senior Sales Specialist,Senior,Contract,2017-10-20,,7.2,708702,2.8,4.4,20,0,EMP1052,No,Active,0,2017,10,,,18-25,5-9L,Average,0,7.09
EMP1142,Oscar Parekh,Female,22,High School,Mumbai,Operations,Mid Operations Specialist,Mid,Contract,2022-01-25,,2.93,475828,3.6,4.3,60,1,EMP1012,No,Active,0,2022,1,,,18-25,<5L,Good,0,4.76
EMP1143,Yasti Deep,Male,40,Bachelor's,Chennai,Engineering,Manager Engineering Specialist,Manager,Full-time,2018-09-20,,6.28,1564982,3.9,2.9,7,0,EMP1055,No,Active,0,2018,9,,,36-45,14-20L,Good,0,15.65
EMP1144,Mason Soni,Female,23,Master's,Pune,HR,Junior HR Specialist,Junior,Full-time,2017-05-29,,7.6,574971,3.0,4.3,41,0,EMP1071,No,Active,0,2017,5,,,18-25,5-9L,Good,0,5.75
EMP1145,Ishaan Krishnan,Female,47,Master's,Chennai,Sales,Mid Sales Specialist,Mid,Contract,2015-12-26,,9.02,725973,3.9,3.6,73,1,EMP1049,No,Active,0,2015,12,,,46+,5-9L,Good,0,7.26
EMP1146,Avni Kumer,Female,38,Bachelor's,Delhi,Engineering,Lead Engineering Specialist,Lead,Full-time,2019-01-10,,5.98,2581740,3.5,4.7,44,1,EMP1004,No,Active,0,2019,1,,,36-45,20L+,Good,0,25.82
EMP1147,Lila Dave,Female,46,Master's,Mumbai,Operations,Manager Operations Specialist,Manager,Contract,2023-09-24,,1.27,1107046,2.9,4.1,16,0,EMP1031,No,Active,0,2023,9,,,46+,9-14L,Average,0,11.07
EMP1148,Naksh Chhabra,Male,49,High School,Hyderabad,Finance,Mid Finance Specialist,Mid,Full-time,2023-11-15,,1.13,1250927,3.2,3.4,26,0,EMP1076,No,Active,0,2023,11,,,46+,9-14L,Good,0,12.51
EMP1149,Tripti Kar,Female,40,Diploma,Kolkata,Engineering,Mid Engineering Specialist,Mid,Contract,2023-04-12,2024-07-05,1.72,1572676,4.3,3.5,67,0,EMP1023,Yes,Personal reasons,1,2023,4,2024.0,7.0,36-45,14-20L,Excellent,0,15.73
EMP1150,Qushi Chad,Female,22,Bachelor's,Pune,Sales,Mid Sales Specialist,Mid,Full-time,2016-01-05,,8.99,481682,4.4,3.6,20,0,EMP1023,No,Active,0,2016,1,,,18-25,<5L,Excellent,0,4.82
EMP1151,Wahab Bhandari,Female,46,Bachelor's,Pune,Legal,Manager Legal Specialist,Manager,Part-time,2018-08-18,,6.38,1505629,3.9,3.3,13,0,EMP1085,No,Active,0,2018,8,,,46+,14-20L,Good,0,15.06
EMP1152,Faraj Devi,Male,42,High School,Chennai,Operations,Mid Operations Specialist,Mid,Full-time,2016-02-18,2018-02-22,8.87,703851,3.7,2.9,75,1,EMP1079,Yes,Work-life balance,1,2016,2,2018.0,2.0,36-45,5-9L,Good,0,7.04
EMP1153,Ayushman Lalla,Female,31,Bachelor's,Chennai,Sales,Lead Sales Specialist,Lead,Full-time,2017-07-03,,7.5,1702046,3.9,2.9,77,0,EMP1099,No,Active,0,2017,7,,,26-35,14-20L,Good,0,17.02
EMP1154,Samaksh Swamy,Female,29,Master's,Bengaluru,Sales,Manager Sales Specialist,Manager,Contract,2015-05-13,,9.64,1177291,5.0,2.7,22,0,EMP1010,No,Active,0,2015,5,,,26-35,9-14L,Excellent,0,11.77
EMP1155,Vasudha Doctor,Female,43,Master's,Delhi,Engineering,Junior Engineering Specialist,Junior,Full-time,2018-08-01,,6.42,756518,2.4,4.6,37,0,EMP1089,No,Active,0,2018,8,,,36-45,5-9L,Average,0,7.57
EMP1156,Yauvani Balay,Female,50,Bachelor's,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Full-time,2017-11-17,2023-01-14,7.13,677186,4.0,3.4,52,0,EMP1062,Yes,Work-life balance,1,2017,11,2023.0,1.0,46+,5-9L,Excellent,0,6.77
EMP1157,Neha Prabhu,Male,52,Bachelor's,Delhi,Sales,Lead Sales Specialist,Lead,Full-time,2021-06-25,2021-11-30,3.52,960330,3.4,2.9,52,0,EMP1010,Yes,Better compensation,1,2021,6,2021.0,11.0,46+,9-14L,Good,0,9.6
EMP1158,Falguni Baral,Male,22,Bachelor's,Chennai,Operations,Mid Operations Specialist,Mid,Full-time,2016-01-17,,8.96,748176,2.9,4.5,59,0,EMP1013,No,Active,0,2016,1,,,18-25,5-9L,Average,0,7.48
EMP1159,Divya Venkatesh,Female,30,Master's,Delhi,Engineering,Mid Engineering Specialist,Mid,Full-time,2017-02-17,,7.87,1619781,3.3,2.9,10,0,EMP1071,No,Active,0,2017,2,,,26-35,14-20L,Good,0,16.2
EMP1160,Anamika Pillay,Male,43,Master's,Hyderabad,Engineering,Lead Engineering Specialist,Lead,Full-time,2016-09-21,,8.28,1187457,3.1,4.0,7,0,EMP1082,No,Active,0,2016,9,,,36-45,9-14L,Good,0,11.87
EMP1161,Teerth Brahmbhatt,Male,37,Diploma,Delhi,Engineering,Mid Engineering Specialist,Mid,Full-time,2015-12-02,,9.09,1809559,2.9,2.9,73,0,EMP1048,No,Active,0,2015,12,,,36-45,14-20L,Average,1,18.1
EMP1162,Fariq Rai,Male,29,PhD,Pune,Operations,Manager Operations Specialist,Manager,Full-time,2019-02-22,,5.86,1024925,3.6,3.8,16,0,EMP1045,No,Active,0,2019,2,,,26-35,9-14L,Good,0,10.25
EMP1163,Meera Kala,Female,35,High School,Chennai,Engineering,Lead Engineering Specialist,Lead,Part-time,2019-08-23,,5.36,1784620,3.0,3.2,64,1,EMP1031,No,Active,0,2019,8,,,36-45,14-20L,Good,0,17.85
EMP1164,Fariq Dyal,Male,50,Master's,Pune,Marketing,Mid Marketing Specialist,Mid,Full-time,2015-11-20,,9.12,987608,3.6,2.3,22,0,EMP1097,No,Active,0,2015,11,,,46+,9-14L,Good,0,9.88
EMP1165,Jeremiah Sharma,Female,28,High School,Chennai,HR,Mid HR Specialist,Mid,Full-time,2016-11-15,2021-11-13,8.13,542621,2.3,2.6,80,0,EMP1094,Yes,Better compensation,1,2016,11,2021.0,11.0,26-35,5-9L,Average,1,5.43
EMP1166,Amrita Kota,Male,30,Master's,Kolkata,Engineering,Manager Engineering Specialist,Manager,Full-time,2015-10-02,,9.25,1552964,3.6,4.9,79,0,EMP1054,No,Active,0,2015,10,,,26-35,14-20L,Good,0,15.53
EMP1167,Ayushman Bhattacharyya,Female,25,Diploma,Pune,Engineering,Junior Engineering Specialist,Junior,Part-time,2016-09-04,,8.33,716981,4.1,3.5,40,2,EMP1045,No,Active,0,2016,9,,,26-35,5-9L,Excellent,0,7.17
EMP1168,Chasmum Pandey,Male,27,Bachelor's,Mumbai,Operations,Manager Operations Specialist,Manager,Full-time,2017-12-17,,7.04,1450526,3.4,2.7,55,0,EMP1043,No,Active,0,2017,12,,,26-35,14-20L,Good,0,14.51
EMP1169,Waida Kaul,Male,48,Master's,Delhi,Engineering,Senior Engineering Specialist,Senior,Full-time,2015-07-21,,9.45,2391222,3.4,3.3,66,2,EMP1088,No,Active,0,2015,7,,,46+,20L+,Good,0,23.91
EMP1170,Raksha Gandhi,Female,32,Bachelor's,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Full-time,2017-07-22,,7.45,659853,3.7,2.9,15,0,EMP1028,No,Active,0,2017,7,,,26-35,5-9L,Good,0,6.6
EMP1171,Sara Malhotra,Female,38,Master's,Bengaluru,Marketing,Manager Marketing Specialist,Manager,Full-time,2019-07-26,,5.44,1908551,3.8,5.0,68,0,EMP1100,No,Active,0,2019,7,,,36-45,14-20L,Good,0,19.09
EMP1172,Brijesh Jain,Male,23,Bachelor's,Hyderabad,Operations,Lead Operations Specialist,Lead,Full-time,2021-05-18,,3.62,575366,3.3,4.0,50,1,EMP1036,No,Active,0,2021,5,,,18-25,5-9L,Good,0,5.75
EMP1173,Falan Prashad,Female,29,Bachelor's,Pune,Sales,Mid Sales Specialist,Mid,Full-time,2020-03-16,,4.8,959470,4.0,3.2,64,1,EMP1045,No,Active,0,2020,3,,,26-35,9-14L,Excellent,0,9.59
EMP1174,Frado Sankaran,Male,40,Master's,Mumbai,Finance,Mid Finance Specialist,Mid,Part-time,2017-11-25,2018-06-15,7.1,1477015,3.6,2.9,32,1,EMP1035,Yes,Limited growth,1,2017,11,2018.0,6.0,36-45,14-20L,Good,0,14.77
EMP1175,Riya Chandra,Female,37,Diploma,Chennai,Finance,Senior Finance Specialist,Senior,Full-time,2020-10-03,,4.25,866209,2.8,3.6,5,0,EMP1078,No,Active,0,2020,10,,,36-45,5-9L,Average,0,8.66
EMP1176,Meghana Keer,Male,30,Bachelor's,Delhi,Engineering,Lead Engineering Specialist,Lead,Full-time,2018-06-05,,6.58,1887063,3.8,4.9,54,1,EMP1001,No,Active,0,2018,6,,,26-35,14-20L,Good,0,18.87
EMP1177,Daksha Barad,Male,43,Bachelor's,Bengaluru,Engineering,Mid Engineering Specialist,Mid,Full-time,2022-06-06,,2.57,1503066,4.2,5.0,39,1,EMP1036,No,Active,0,2022,6,,,36-45,14-20L,Excellent,0,15.03
EMP1178,Pallavi Raju,Male,23,PhD,Kolkata,Sales,Mid Sales Specialist,Mid,Part-time,2022-12-22,,2.03,715729,2.8,4.4,55,1,EMP1088,No,Active,0,2022,12,,,18-25,5-9L,Average,0,7.16
EMP1179,Maya Khalsa,Male,34,Master's,Pune,Sales,Junior Sales Specialist,Junior,Full-time,2015-04-15,,9.72,747736,3.5,5.0,77,1,EMP1044,No,Active,0,2015,4,,,26-35,5-9L,Good,0,7.48
EMP1180,Kala Arora,Female,33,Master's,Kolkata,Sales,Senior Sales Specialist,Senior,Full-time,2017-06-29,,7.51,1350129,2.8,2.8,75,0,EMP1013,No,Active,0,2017,6,,,26-35,9-14L,Average,1,13.5
EMP1181,Praneel Vala,Female,52,Master's,Delhi,Finance,Mid Finance Specialist,Mid,Full-time,2023-04-23,,1.69,910453,2.9,1.7,32,0,EMP1096,No,Active,0,2023,4,,,46+,9-14L,Average,1,9.1
EMP1182,Yash Balakrishnan,Male,25,Master's,Kolkata,Operations,Manager Operations Specialist,Manager,Full-time,2019-09-19,,5.29,1275737,3.0,2.9,78,2,EMP1010,No,Active,0,2019,9,,,26-35,9-14L,Good,0,12.76
EMP1183,Tejas Batta,Female,35,Bachelor's,Kolkata,Legal,Mid Legal Specialist,Mid,Full-time,2017-03-07,,7.82,1708941,3.5,3.9,29,0,EMP1073,No,Active,0,2017,3,,,36-45,14-20L,Good,0,17.09
EMP1184,Neelima Das,Female,37,Bachelor's,Mumbai,Engineering,Manager Engineering Specialist,Manager,Full-time,2020-02-18,,4.87,1734525,4.9,4.5,11,0,EMP1036,No,Active,0,2020,2,,,36-45,14-20L,Excellent,0,17.35
EMP1185,Vihaan Som,Male,35,Master's,Hyderabad,Sales,Junior Sales Specialist,Junior,Full-time,2023-09-04,2024-12-27,1.33,445450,2.9,3.2,65,0,EMP1005,Yes,Manager issues,1,2023,9,2024.0,12.0,36-45,<5L,Average,0,4.45
EMP1186,Jagvi Tella,Female,38,Bachelor's,Chennai,Sales,Mid Sales Specialist,Mid,Full-time,2023-03-12,,1.81,916946,2.3,5.0,35,0,EMP1045,No,Active,0,2023,3,,,36-45,9-14L,Average,0,9.17
EMP1187,Bhavika Dube,Male,23,Bachelor's,Delhi,HR,Mid HR Specialist,Mid,Full-time,2016-02-25,,8.85,601491,4.3,3.2,70,1,EMP1044,No,Active,0,2016,2,,,18-25,5-9L,Excellent,0,6.01
EMP1188,Arya Behl,Male,28,Bachelor's,Kolkata,Engineering,Mid Engineering Specialist,Mid,Full-time,2022-09-14,,2.3,949733,2.0,4.8,33,0,EMP1017,No,Active,0,2022,9,,,26-35,9-14L,Average,0,9.5
EMP1189,Max Chaudry,Female,23,Bachelor's,Chennai,Engineering,Junior Engineering Specialist,Junior,Full-time,2015-03-31,,9.76,1149322,3.3,4.7,72,1,EMP1077,No,Active,0,2015,3,,,18-25,9-14L,Good,0,11.49
EMP1190,Caleb Goel,Male,25,Master's,Hyderabad,Sales,Director Sales Specialist,Director,Full-time,2022-06-04,2024-08-08,2.58,1393603,2.1,2.8,30,1,EMP1081,Yes,Better compensation,1,2022,6,2024.0,8.0,26-35,9-14L,Average,1,13.94
EMP1191,Idika Iyengar,Female,26,Bachelor's,Bengaluru,Sales,Junior Sales Specialist,Junior,Full-time,2019-09-20,,5.28,401764,3.4,3.2,19,0,EMP1014,No,Active,0,2019,9,,,26-35,<5L,Good,0,4.02
EMP1192,Januja Bahri,Non-binary,33,Master's,Delhi,Engineering,Mid Engineering Specialist,Mid,Full-time,2021-10-30,,3.17,1181105,3.9,2.6,74,0,EMP1027,No,Active,0,2021,10,,,26-35,9-14L,Good,0,11.81
EMP1193,Janya Anand,Female,43,Master's,Bengaluru,Engineering,Senior Engineering Specialist,Senior,Part-time,2020-05-22,2021-02-18,4.61,1715144,3.3,3.3,13,1,EMP1013,Yes,Relocation,1,2020,5,2021.0,2.0,36-45,14-20L,Good,0,17.15
EMP1194,Waida Jhaveri,Male,23,Bachelor's,Mumbai,Marketing,Manager Marketing Specialist,Manager,Contract,2022-03-24,,2.78,1324741,4.0,2.6,41,0,EMP1087,No,Active,0,2022,3,,,18-25,9-14L,Excellent,0,13.25
EMP1195,Omya Sanghvi,Male,49,Bachelor's,Chennai,Sales,Mid Sales Specialist,Mid,Full-time,2023-04-14,,1.72,525236,2.2,4.7,49,2,EMP1080,No,Active,0,2023,4,,,46+,5-9L,Average,0,5.25
EMP1196,Amara Cheema,Male,34,High School,Delhi,HR,Mid HR Specialist,Mid,Part-time,2023-03-22,,1.78,437301,3.7,2.9,65,1,EMP1084,No,Active,0,2023,3,,,26-35,<5L,Good,0,4.37
EMP1197,Maya Saha,Non-binary,49,Bachelor's,Hyderabad,Operations,Manager Operations Specialist,Manager,Contract,2016-11-14,,8.13,831430,4.6,3.7,65,1,EMP1087,No,Active,0,2016,11,,,46+,5-9L,Excellent,0,8.31
EMP1198,Mason Apte,Female,50,PhD,Mumbai,Engineering,Mid Engineering Specialist,Mid,Full-time,2021-11-08,,3.15,1579943,4.3,3.7,66,0,EMP1053,No,Active,0,2021,11,,,46+,14-20L,Excellent,0,15.8
EMP1199,Gautam Nayar,Female,45,Master's,Chennai,Legal,Mid Legal Specialist,Mid,Contract,2015-09-17,2023-07-23,9.3,1390441,5.0,2.6,70,0,EMP1090,Yes,Limited growth,1,2015,9,2023.0,7.0,46+,9-14L,Excellent,0,13.9
EMP1200,Warinder Ram,Female,42,Bachelor's,Kolkata,HR,Senior HR Specialist,Senior,Part-time,2019-11-08,,5.15,1015022,4.2,4.2,10,0,EMP1021,No,Active,0,2019,11,,,36-45,9-14L,Excellent,0,10.15
EMP1201,Patrick Bora,Male,30,Bachelor's,Mumbai,Legal,Mid Legal Specialist,Mid,Full-time,2020-04-06,2023-04-07,4.74,1975774,4.5,3.4,52,0,EMP1031,Yes,Limited growth,1,2020,4,2023.0,4.0,26-35,14-20L,Excellent,0,19.76
EMP1202,Edhitha Talwar,Male,25,High School,Chennai,Marketing,Junior Marketing Specialist,Junior,Full-time,2019-12-25,,5.02,762609,4.2,2.0,17,0,EMP1005,No,Active,0,2019,12,,,26-35,5-9L,Excellent,0,7.63
EMP1203,Hredhaan Subramaniam,Female,31,Diploma,Pune,HR,Senior HR Specialist,Senior,Full-time,2015-01-01,,10.01,994312,2.5,1.8,62,2,EMP1047,No,Active,0,2015,1,,,26-35,9-14L,Average,1,9.94
EMP1204,Faqid Bora,Female,44,Master's,Chennai,Engineering,Lead Engineering Specialist,Lead,Full-time,2017-07-02,,7.5,2396278,3.2,4.2,16,1,EMP1029,No,Active,0,2017,7,,,36-45,20L+,Good,0,23.96
EMP1205,Yadavi Gole,Male,50,Bachelor's,Mumbai,Sales,Junior Sales Specialist,Junior,Part-time,2018-12-25,,6.02,534364,4.6,3.7,56,0,EMP1079,No,Active,0,2018,12,,,46+,5-9L,Excellent,0,5.34
EMP1206,Netra Kulkarni,Male,32,Bachelor's,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Full-time,2016-05-09,,8.65,1006093,4.7,2.4,79,0,EMP1058,No,Active,0,2016,5,,,26-35,9-14L,Excellent,0,10.06
EMP1207,Timothy Toor,Female,23,Master's,Hyderabad,Sales,Mid Sales Specialist,Mid,Part-time,2021-08-10,,3.39,907173,2.0,3.6,65,2,EMP1100,No,Active,0,2021,8,,,18-25,9-14L,Average,0,9.07
EMP1208,Zarna Samra,Male,41,Master's,Delhi,Engineering,Manager Engineering Specialist,Manager,Full-time,2016-12-26,,8.02,2003810,3.7,3.6,53,0,EMP1078,No,Active,0,2016,12,,,36-45,20L+,Good,0,20.04
EMP1209,Andrew Bir,Non-binary,36,PhD,Mumbai,Sales,Manager Sales Specialist,Manager,Full-time,2023-07-20,,1.45,1220641,1.7,3.5,69,0,EMP1090,No,Active,0,2023,7,,,36-45,9-14L,Low,0,12.21
EMP1210,Bhanumati Varughese,Female,26,High School,Chennai,Legal,Mid Legal Specialist,Mid,Contract,2018-07-09,2022-01-09,6.48,2012941,2.4,3.1,26,0,EMP1089,Yes,Work-life balance,1,2018,7,2022.0,1.0,26-35,20L+,Average,0,20.13
EMP1211,Zansi Raju,Female,52,Master's,Hyderabad,Engineering,Senior Engineering Specialist,Senior,Full-time,2022-12-19,,2.04,1288499,2.6,3.1,72,0,EMP1055,No,Active,0,2022,12,,,46+,9-14L,Average,0,12.88
EMP1212,Anamika Shetty,Female,28,Bachelor's,Kolkata,Finance,Lead Finance Specialist,Lead,Full-time,2020-11-11,,4.14,966112,2.6,3.5,40,1,EMP1019,No,Active,0,2020,11,,,26-35,9-14L,Average,0,9.66
EMP1213,Elijah Thakkar,Male,36,Bachelor's,Kolkata,Sales,Lead Sales Specialist,Lead,Full-time,2022-09-29,,2.26,1071774,4.2,2.7,75,2,EMP1096,No,Active,0,2022,9,,,36-45,9-14L,Excellent,0,10.72
EMP1214,Pavani Thakur,Female,44,Master's,Hyderabad,Sales,Senior Sales Specialist,Senior,Full-time,2019-05-12,,5.64,910862,3.8,3.1,44,2,EMP1007,No,Active,0,2019,5,,,36-45,9-14L,Good,0,9.11
EMP1215,Max Parmar,Female,48,Bachelor's,Chennai,Marketing,Junior Marketing Specialist,Junior,Full-time,2017-10-26,,7.19,511100,2.8,3.5,51,1,EMP1070,No,Active,0,2017,10,,,46+,5-9L,Average,0,5.11
EMP1216,Kiaan Sood,Female,27,High School,Chennai,Legal,Senior Legal Specialist,Senior,Full-time,2017-03-15,,7.8,1503005,2.6,3.1,52,0,EMP1036,No,Active,0,2017,3,,,26-35,14-20L,Average,0,15.03
EMP1217,Abhimanyu Mandal,Female,23,Bachelor's,Delhi,Operations,Senior Operations Specialist,Senior,Full-time,2016-06-16,2020-05-29,8.55,725352,2.4,2.8,42,0,EMP1074,Yes,Limited growth,1,2016,6,2020.0,5.0,18-25,5-9L,Average,1,7.25
EMP1218,Laksh Mahal,Male,24,Master's,Mumbai,Finance,Senior Finance Specialist,Senior,Full-time,2015-10-26,,9.19,1681118,2.8,3.8,72,0,EMP1045,No,Active,0,2015,10,,,18-25,14-20L,Average,0,16.81
EMP1219,Chakradhar Varghese,Female,41,Master's,Pune,Engineering,Junior Engineering Specialist,Junior,Part-time,2017-05-23,,7.61,944190,3.3,3.4,5,0,EMP1045,No,Active,0,2017,5,,,36-45,9-14L,Good,0,9.44
EMP1220,Ryan Chacko,Male,51,Master's,Bengaluru,Engineering,Mid Engineering Specialist,Mid,Full-time,2022-03-15,,2.8,1322518,3.9,4.3,73,1,EMP1004,No,Active,0,2022,3,,,46+,9-14L,Good,0,13.23
EMP1221,Advik Jha,Male,31,Diploma,Mumbai,Legal,Manager Legal Specialist,Manager,Full-time,2023-08-22,,1.36,2863590,3.0,3.1,14,2,EMP1022,No,Active,0,2023,8,,,26-35,20L+,Good,0,28.64
EMP1222,Ojasvi Handa,Male,42,Master's,Kolkata,Operations,Director Operations Specialist,Director,Full-time,2023-09-03,,1.33,2280904,3.2,1.5,17,0,EMP1090,No,Active,0,2023,9,,,36-45,20L+,Good,0,22.81
EMP1223,Patrick Munshi,Female,26,Bachelor's,Chennai,Operations,Manager Operations Specialist,Manager,Full-time,2023-04-25,,1.69,1549611,2.2,4.8,15,0,EMP1023,No,Active,0,2023,4,,,26-35,14-20L,Average,0,15.5
